,id,title,author_info,rating,pros,cons,Date,Location,Status
123,123,Good work life balance,"Jun 20, 2022 - Cloud Systems Engineer II in Bangalore",5,Work life balance Management is not bossy,There is a lot of work you do that is not part of your performance metrics and are expected to meet best of both worlds. Which is fair I think but couldn't think of any other con,"Jun 20, 2022 ",Bangalore, Cloud Systems Engineer II
124,124,Great Company,"Jun 20, 2022 - Software Developer in Bangalore",5,Great Culture here Massive Growth. You get to learn too many things Good salary,Work pressure is too much,"Jun 20, 2022 ",Bangalore, Software Developer
125,125,Working as Catalog Associate from past one year,"Jun 20, 2022 - Catalog Associate in Chennai",5,Flexible timings Perks Work from benefits Overtime allowance Leaves,None from my experience as of now,"Jun 20, 2022 ",Chennai, Catalog Associate
126,126,One of the best co to work,"Jun 20, 2022 - Senior Analyst in Bangalore",5,I have been part of amazon for 4 years and i had the most amazing time and great learning,Salary is low but apart from that Nothing,"Jun 20, 2022 ",Bangalore, Senior Analyst
127,127,The best company to work which can offer actual work-life balance,"Jun 20, 2022 - WFM Analyst in Hyderābād",5,"Leadership hierarchy is Awesome, no BOSS environment",Some dept can be stagnant and pay is less when switched via IJPs. External hires are paid more then internal hires.,"Jun 20, 2022 ",Hyderābād, WFM Analyst
128,128,Review,"Jun 20, 2022 - Data Associate in Chennai",5,"Awesome work place, Nice team members Comfortable place to work Good management Leaves",No internal movement across teams No other cons No career growth Shifts Often team change,"Jun 20, 2022 ",Chennai, Data Associate
129,129,Strictless work,"Jul 4, 2022 - Customer Service Representative in Coimbatore",4,*good work atmosphere * easy to work * supportive colleagues,* slow increase in salary * no new knowledge,"Jul 4, 2022 ",Coimbatore, Customer Service Representative
130,130,Data Analyst,"Jul 4, 2022 - Research Analyst in Calcutta",4,"Inventory Control and Quality Assurance, Managing operations.","Too much work pressure, challenging.","Jul 4, 2022 ",Calcutta, Research Analyst
131,131,Evaluation of transaction in Amazon marketplace,"Jul 4, 2022 - Transaction Risk Investigator in Bangalore",4,Easy work place and routine job,Not much upward growth. Job gets boring,"Jul 4, 2022 ",Bangalore, Transaction Risk Investigator
132,132,Amazon Job,"Jul 4, 2022 - Quality Assurance Engineer in Gurgaon, Haryana",4,"Good salary, Learning and growth Culture",There is no specific Timing for work,"Jul 4, 2022 ","Gurgaon, Haryana", Quality Assurance Engineer
133,133,3d qa,"Jul 5, 2022 - 3D QA Artist in Hyderābād",2,Pay is good but nothing extraordinary .,"Extremely boring job ,and no way to grow professionally","Jul 5, 2022 ",Hyderābād, 3D QA Artist
134,134,Not employer friendly,"Jul 5, 2022 - Transactional Risk Investigator in Hyderābād",2,"Good perks Good employee benefits Good diversity, nothing much else to say","Too much work with very low reprieve throughout the year for very less salary , too easy terminations messed up and toxic work culture, if you are working as a transactional investigation specialist only two defects in month and they will throw you into the plan hampering your career growth for six months.dont join this if you are looking to find something better","Jul 5, 2022 ",Hyderābād, Transactional Risk Investigator
135,135,Overall,"Jun 19, 2022 - CSA - Customer Service Associate in Calcutta",5,"Comfortable timing , average salary , all facilities available","Too many compliances , outsiders get very few chances","Jun 19, 2022 ",None, CSA 
136,136,Company Review,"Jun 19, 2022 - Manager - Risk Management in Bangalore",5,"Great place, good stakeholders connect, free goodies","Long hours of work, frequent manager movements","Jun 19, 2022 ",None, Manager 
137,137,Amazing place to work,"Jun 19, 2022 - SDE-2 in Hyderābād",5,Got to work on some really tough problems. Very talented and helpful teammates,Lot of work and sometimes painful on-calls,"Jun 19, 2022 ",None, SDE
138,138,Good place to work,"Jul 3, 2022 - Associate Vendor Manager in Bangalore",3,High work to be enjoyed with lots of metrics,no work life balance here,"Jul 3, 2022 ",Bangalore, Associate Vendor Manager
139,139,Work Pressure,"Jul 3, 2022 - Software Developer II in Bangalore",3,Good compensation and fast learning,Less time to deliver lot of results. Lot of maintenance work apart from project work.,"Jul 3, 2022 ",Bangalore, Software Developer II
140,140,Good,"Jun 18, 2022 - Transaction Risk Investigator in Bangalore",5,Environment and work life management,Salary is not that good,"Jun 18, 2022 ",Bangalore, Transaction Risk Investigator
141,141,Nice Company,"Jun 18, 2022 - Central Ops Support Executive in Bangalore",5,All leaders are very professional,Rotaional shift become headache for sometime,"Jun 18, 2022 ",Bangalore, Central Ops Support Executive
142,142,Great company to work at,"Jun 18, 2022 - Business Operations Associate in New Delhi",5,"Great place to work at, good management, remote working.",No learning and monotonous work.,"Jun 18, 2022 ",New Delhi, Business Operations Associate
143,143,Job experience and worklife balance,"Jun 18, 2022 - Quality Analyst in Chennai",5,Everything is good till now,No cons to mention everything is okay for me.,"Jun 18, 2022 ",Chennai, Quality Analyst
144,144,Great Working Culture,"Jun 18, 2022 - Marketing Manager in Bangalore",5,"One of the best places to work with a lot of opportunity to learn, upskill and grow.",A bit stressful for India Consumer Business team due to multiple events happening almost every month,"Jun 18, 2022 ",Bangalore, Marketing Manager
145,145,Awesome culture,"Jun 18, 2022 - Software Development Engineer (SDE1) in Gurgaon, Haryana",5,everything is best here at work,nothing which i can think off,"Jun 18, 2022 ","Gurgaon, Haryana", Software Development Engineer (SDE1)
146,146,Recruiter at Amazon,"Jun 18, 2022 - Technical Recruiting Coordinator in Hyderābād",5,Great place to learn and grow your career.,There is no downside to working in Amazon.,"Jun 18, 2022 ",Hyderābād, Technical Recruiting Coordinator
147,147,Review just to get in glassdoor,"Jul 1, 2022 - Software Development Engineer (SDE1) in Gurgaon, Haryana",4,Good work and great projects,There are absolutely no downsides just great work,"Jul 1, 2022 ","Gurgaon, Haryana", Software Development Engineer (SDE1)
148,148,Amazon,"Jul 3, 2022 - Software Development Engineer (SDE) in Bangalore",2,Salary is good from fresher level itself.,No work life balance . Less Job security.,"Jul 3, 2022 ",Bangalore, Software Development Engineer (SDE)
149,149,Great perks,"Jun 16, 2022 - SDM II in Bangalore",5,Time flexibility for every employees,No cons from my side,"Jun 16, 2022 ",Bangalore, SDM II
150,150,Working Feel at Amz,"Jun 17, 2022 - Pathways Operations Manager in Mumbai",5,Great learning environment Active people collaboration Opportunities to grow fast Be a leader at your level,Demanding work cycle which requires employees to work on the balancing aspect,"Jun 17, 2022 ",Mumbai, Pathways Operations Manager
151,151,Best place for career opportunities,"Jun 17, 2022 - Senior, Operation Executive in Bangalore",5,Well organized with leadership principles,Payscale could have been given atleast 6.5L PA for a 7yrs experience candidate.,"Jun 17, 2022 ",Bangalore," Senior, Operation Executive"
152,152,Amazing,"Jun 17, 2022 - Customer Service Representative in Calcutta",5,The work culture is brilliant here,Management sometimes act as selfish,"Jun 17, 2022 ",Calcutta, Customer Service Representative
153,153,Scheduling,"Jun 17, 2022 - Scheduling Analyst in Bangalore",5,Good learning opportunities work environment autonomy to make decisions,salary raise and medical facilities,"Jun 17, 2022 ",Bangalore, Scheduling Analyst
154,154,Good place to work,"Jul 1, 2022 - Associate in Bangalore",4,Good salary. Work life balance maintained.,Slow growth. No skill development,"Jul 1, 2022 ",Bangalore, Associate
155,155,Good workplace,"Jul 1, 2022 - Transaction Risk Investigator (TRMS) in Hyderābād",4,Quality life Great benefits No micro managing,Shift timings Work load Overall Slow Growth,"Jul 1, 2022 ",Hyderābād, Transaction Risk Investigator (TRMS)
156,156,Great Company to work in,"Jul 1, 2022 - RC Associate in Hyderābād",4,#NAME?,- there used to be a manager change every dew months which made it difficult to build long term meaningful relationships - job gets monotonous if you don't take up other work related activities - narrow margin to get promoted & advance to the next role up the hierarchy.,"Jul 1, 2022 ",Hyderābād, RC Associate
157,157,AVSC Full time,"Jun 15, 2022 - AvSC in Bangalore",5,"Team work, Work life balance, WFH",Everything is good as per Procedure,"Jun 15, 2022 ",Bangalore, AvSC
158,158,Senior testing associate,"Jun 15, 2022 - Senior Testing Associate in Chennai",5,"Can learn a lot Good salary package, perks and bonus good work environment",No work life balance No promo or any big hike,"Jun 15, 2022 ",Chennai, Senior Testing Associate
159,159,Good,"Jun 15, 2022 - Software Engineer II SDE2 in Bangalore",5,Good company to work with,Nothing as such as of now,"Jun 15, 2022 ",Bangalore, Software Engineer II SDE2
160,160,Awesome culture,"Jun 16, 2022 - Program Manager in Pune",5,"Friendly culture, Lots of learning",I didn't find any cons yet,"Jun 16, 2022 ",Pune, Program Manager
161,161,Data associate,"Jun 16, 2022 - ML Data Associate in Chennai",5,Excellent work culture Good work life balance Less politics,Till now i haven't faced any cons,"Jun 16, 2022 ",Chennai, ML Data Associate
162,162,Nothing,"Jun 16, 2022 - Senior Catalogue Associate in Chennai",5,Work life balance with great opportunities,"I don't have any bad experience ,everything's good","Jun 16, 2022 ",Chennai, Senior Catalogue Associate
163,163,Good,"Jun 16, 2022 - Team Leader in Chennai",5,Worst in work life balance,No time for family.. Especially in ops,"Jun 16, 2022 ",Chennai, Team Leader
164,164,Awesome work culture,"Jun 16, 2022 - QAE II in Bangalore",5,Work culture Growth Tech knowledge of Amazonians around you,Sometimes you need to stretch and work,"Jun 16, 2022 ",Bangalore, QAE II
165,165,Good,"Jun 16, 2022 - Senior Associate - Compliance Operations in Bangalore",5,Thanks for detailed job description,i didn't find any cons,"Jun 16, 2022 ",None, Senior Associate 
166,166,Test Engineer,"Jun 16, 2022 - Software Test Engineer in Bangalore",5,Amazon is a very good company,Company does not have any cons,"Jun 16, 2022 ",Bangalore, Software Test Engineer
167,167,One of the best IT companies with employee friendly work culture,"Jun 16, 2022 - Transportation Specialist in Hyderābād",5,Give your best... There is always reward and recognition for whatever you do,Nothing as such! It's how you take up,"Jun 16, 2022 ",Hyderābād, Transportation Specialist
168,168,Good work culture,"Jun 16, 2022 - ML Data Associate-1 in Hyderābād",5,Good work culture and scope of growth within organization,Cannot learn anything technically with this role,"Jun 16, 2022 ",None, ML Data Associate
169,169,Working in amazon,"Jun 30, 2022 - Anonymous Employee in Bangalore",4,"Perks, not much work pressure","No cons as such, good company","Jun 30, 2022 ",Bangalore, Anonymous Employee
170,170,overall good experience,"Jun 30, 2022 - Software Engineer in Bangalore",4,good infrastructure good location good salary,lot of work flexible timings,"Jun 30, 2022 ",Bangalore, Software Engineer
171,171,Good Experience,"Jun 12, 2022 - Virtual Customer Service Associate in Chandigarh",5,"It is helpful in Growth, gaining Experience and overall Benefits.",Sometimes the sudden shift changes may be hectic.,"Jun 12, 2022 ",Chandigarh, Virtual Customer Service Associate
172,172,No standard Salary,"Jun 30, 2022 - Business Analyst in Bangalore",3,"Good Culture, Good Office ambience Get more learnings","High pressure, Work is not organized, No trainings are provided for freshers. Just 4-5 hours KT sessions are provided","Jun 30, 2022 ",Bangalore, Business Analyst
173,173,great,"Jun 30, 2022 - Software Development Engineer (SDE) in Pune",3,benefits like everything from morning to evening,the stress level is high,"Jun 30, 2022 ",Pune, Software Development Engineer (SDE)
