,Unnamed: 0,title,author_info,rating,pros,cons
130,130,Data Analyst,"Jul 4, 2022 - Research Analyst in Calcutta",4,"['inventory', 'control', 'quality', 'assurance', 'managing', 'operations']","['much', 'work', 'pressure', 'challenging']"
131,131,Evaluation of transaction in Amazon marketplace,"Jul 4, 2022 - Transaction Risk Investigator in Bangalore",4,"['easy', 'work', 'place', 'routine', 'job']","['much', 'upward', 'growth', 'job', 'gets', 'boring']"
132,132,Amazon Job,"Jul 4, 2022 - Quality Assurance Engineer in Gurgaon, Haryana",4,"['good', 'salary', 'learning', 'growth', 'culture']","['specific', 'timing', 'work']"
133,133,3d qa,"Jul 5, 2022 - 3D QA Artist in Hyderābād",2,"['pay', 'good', 'nothing', 'extraordinary']","['extremely', 'boring', 'job', 'way', 'grow', 'professionally']"
134,134,Not employer friendly,"Jul 5, 2022 - Transactional Risk Investigator in Hyderābād",2,"['good', 'perks', 'employee', 'benefits', 'diversity', 'nothing', 'much', 'else', 'say']","['much', 'work', 'low', 'reprieve', 'throughout', 'year', 'less', 'salary', 'easy', 'terminations', 'messed', 'toxic', 'culture', 'working', 'transactional', 'investigation', 'specialist', 'two', 'defects', 'month', 'throw', 'plan', 'hampering', 'career', 'growth', 'six', 'join', 'looking', 'find', 'something', 'better']"
135,135,Overall,"Jun 19, 2022 - CSA - Customer Service Associate in Calcutta",5,"['comfortable', 'timing', 'average', 'salary', 'facilities', 'available']","['many', 'compliances', 'outsiders', 'get', 'chances']"
136,136,Company Review,"Jun 19, 2022 - Manager - Risk Management in Bangalore",5,"['great', 'place', 'good', 'stakeholders', 'connect', 'free', 'goodies']","['long', 'hours', 'work', 'frequent', 'manager', 'movements']"
137,137,Amazing place to work,"Jun 19, 2022 - SDE-2 in Hyderābād",5,"['got', 'work', 'really', 'tough', 'problems', 'talented', 'helpful', 'teammates']","['lot', 'work', 'sometimes', 'painful']"
138,138,Good place to work,"Jul 3, 2022 - Associate Vendor Manager in Bangalore",3,"['high', 'work', 'enjoyed', 'lots', 'metrics']","['work', 'life', 'balance']"
139,139,Work Pressure,"Jul 3, 2022 - Software Developer II in Bangalore",3,"['good', 'compensation', 'fast', 'learning']","['less', 'time', 'deliver', 'lot', 'results', 'maintenance', 'work', 'apart', 'project']"
140,140,Good,"Jun 18, 2022 - Transaction Risk Investigator in Bangalore",5,"['environment', 'work', 'life', 'management']","['salary', 'good']"
141,141,Nice Company,"Jun 18, 2022 - Central Ops Support Executive in Bangalore",5,"['leaders', 'professional']","['rotaional', 'shift', 'become', 'headache', 'sometime']"
142,142,Great company to work at,"Jun 18, 2022 - Business Operations Associate in New Delhi",5,"['great', 'place', 'work', 'good', 'management', 'remote', 'working']","['learning', 'monotonous', 'work']"
143,143,Job experience and worklife balance,"Jun 18, 2022 - Quality Analyst in Chennai",5,"['everything', 'good', 'till']","['cons', 'mention', 'everything', 'okay']"
144,144,Great Working Culture,"Jun 18, 2022 - Marketing Manager in Bangalore",5,"['one', 'best', 'places', 'work', 'lot', 'opportunity', 'learn', 'upskill', 'grow']","['bit', 'stressful', 'india', 'consumer', 'business', 'team', 'due', 'multiple', 'events', 'happening', 'almost', 'every', 'month']"
145,145,Awesome culture,"Jun 18, 2022 - Software Development Engineer (SDE1) in Gurgaon, Haryana",5,"['everything', 'best', 'work']","['nothing', 'think']"
146,146,Recruiter at Amazon,"Jun 18, 2022 - Technical Recruiting Coordinator in Hyderābād",5,"['great', 'place', 'learn', 'grow', 'career']","['downside', 'working', 'amazon']"
147,147,Review just to get in glassdoor,"Jul 1, 2022 - Software Development Engineer (SDE1) in Gurgaon, Haryana",4,"['good', 'work', 'great', 'projects']","['absolutely', 'downsides', 'great', 'work']"
148,148,Amazon,"Jul 3, 2022 - Software Development Engineer (SDE) in Bangalore",2,"['salary', 'good', 'fresher', 'level']","['work', 'life', 'balance', 'less', 'job', 'security']"
149,149,Great perks,"Jun 16, 2022 - SDM II in Bangalore",5,"['time', 'flexibility', 'every', 'employees']","['cons', 'side']"
150,150,Working Feel at Amz,"Jun 17, 2022 - Pathways Operations Manager in Mumbai",5,"['great', 'learning', 'environment', 'active', 'people', 'collaboration', 'opportunities', 'grow', 'fast', 'leader', 'level']","['demanding', 'work', 'cycle', 'requires', 'employees', 'balancing', 'aspect']"
151,151,Best place for career opportunities,"Jun 17, 2022 - Senior, Operation Executive in Bangalore",5,"['well', 'organized', 'leadership', 'principles']","['payscale', 'could', 'given', 'atleast', 'pa', 'experience', 'candidate']"
152,152,Amazing,"Jun 17, 2022 - Customer Service Representative in Calcutta",5,"['work', 'culture', 'brilliant']","['management', 'sometimes', 'act', 'selfish']"
153,153,Scheduling,"Jun 17, 2022 - Scheduling Analyst in Bangalore",5,"['good', 'learning', 'opportunities', 'work', 'environment', 'autonomy', 'make', 'decisions']","['salary', 'raise', 'medical', 'facilities']"
154,154,Good place to work,"Jul 1, 2022 - Associate in Bangalore",4,"['good', 'salary', 'work', 'life', 'balance', 'maintained']","['slow', 'growth', 'skill', 'development']"
155,155,Good workplace,"Jul 1, 2022 - Transaction Risk Investigator (TRMS) in Hyderābād",4,"['quality', 'life', 'great', 'benefits', 'micro', 'managing']","['shift', 'timings', 'work', 'load', 'overall', 'slow', 'growth']"
156,156,Great Company to work in,"Jul 1, 2022 - RC Associate in Hyderābād",4,['name'],"['used', 'manager', 'change', 'every', 'dew', 'months', 'made', 'difficult', 'build', 'long', 'term', 'meaningful', 'relationships', 'job', 'gets', 'monotonous', 'take', 'work', 'related', 'activities', 'narrow', 'margin', 'get', 'promoted', 'advance', 'next', 'role', 'hierarchy']"
157,157,AVSC Full time,"Jun 15, 2022 - AvSC in Bangalore",5,"['team', 'work', 'life', 'balance', 'wfh']","['everything', 'good', 'per', 'procedure']"
158,158,Senior testing associate,"Jun 15, 2022 - Senior Testing Associate in Chennai",5,"['learn', 'lot', 'good', 'salary', 'package', 'perks', 'bonus', 'work', 'environment']","['work', 'life', 'balance', 'promo', 'big', 'hike']"
159,159,Good,"Jun 15, 2022 - Software Engineer II SDE2 in Bangalore",5,"['good', 'company', 'work']",['nothing']
160,160,Awesome culture,"Jun 16, 2022 - Program Manager in Pune",5,"['friendly', 'culture', 'lots', 'learning']","['find', 'cons', 'yet']"
161,161,Data associate,"Jun 16, 2022 - ML Data Associate in Chennai",5,"['excellent', 'work', 'culture', 'good', 'life', 'balance', 'less', 'politics']","['till', 'faced', 'cons']"
162,162,,"Jun 16, 2022 - Senior Catalogue Associate in Chennai",5,"['work', 'life', 'balance', 'great', 'opportunities']","['bad', 'experience', 'everything', 'good']"
163,163,Good,"Jun 16, 2022 - Team Leader in Chennai",5,"['worst', 'work', 'life', 'balance']","['time', 'family', 'especially', 'ops']"
164,164,Awesome work culture,"Jun 16, 2022 - QAE II in Bangalore",5,"['work', 'culture', 'growth', 'tech', 'knowledge', 'amazonians', 'around']","['sometimes', 'need', 'stretch', 'work']"
165,165,Good,"Jun 16, 2022 - Senior Associate - Compliance Operations in Bangalore",5,"['thanks', 'detailed', 'job', 'description']","['find', 'cons']"
166,166,Test Engineer,"Jun 16, 2022 - Software Test Engineer in Bangalore",5,"['amazon', 'good', 'company']","['company', 'cons']"
167,167,One of the best IT companies with employee friendly work culture,"Jun 16, 2022 - Transportation Specialist in Hyderābād",5,"['give', 'best', 'always', 'reward', 'recognition', 'whatever']","['nothing', 'take']"
168,168,Good work culture,"Jun 16, 2022 - ML Data Associate-1 in Hyderābād",5,"['good', 'work', 'culture', 'scope', 'growth', 'within', 'organization']","['learn', 'anything', 'technically', 'role']"
169,169,Working in amazon,"Jun 30, 2022 - Anonymous Employee in Bangalore",4,"['perks', 'much', 'work', 'pressure']","['cons', 'good', 'company']"
170,170,overall good experience,"Jun 30, 2022 - Software Engineer in Bangalore",4,"['good', 'infrastructure', 'location', 'salary']","['lot', 'work', 'flexible', 'timings']"
171,171,Good Experience,"Jun 12, 2022 - Virtual Customer Service Associate in Chandigarh",5,"['helpful', 'growth', 'gaining', 'experience', 'overall', 'benefits']","['sometimes', 'sudden', 'shift', 'changes', 'may', 'hectic']"
172,172,No standard Salary,"Jun 30, 2022 - Business Analyst in Bangalore",3,"['good', 'culture', 'office', 'ambience', 'get', 'learnings']","['high', 'pressure', 'work', 'organized', 'trainings', 'provided', 'freshers', 'hours', 'kt', 'sessions']"
173,173,great,"Jun 30, 2022 - Software Development Engineer (SDE) in Pune",3,"['benefits', 'like', 'everything', 'morning', 'evening']","['stress', 'level', 'high']"
174,174,Best company ever,"Jun 14, 2022 - Cloud Engineer in Bangalore",5,"['best', 'company', 'much', 'benefits']","['dont', 'think', 'coms']"
175,175,Good,"Jun 15, 2022 - Associate in Pune",5,"['time', 'weekoffs', 'culture', 'atmosphere', 'leaves']","['salary', 'bonus', 'extra', 'work', 'grown', 'less', 'opportunities']"
176,176,Review,"Jun 15, 2022 - Process Associate in Bangalore",5,"['best', 'working', 'culture', 'environment']","['could', 'find', 'cons']"
177,177,Amazing place for working,"Jun 15, 2022 - Senior Associate in Pune",5,"['really', 'good', 'place', 'work']","['cons', 'least', 'till']"
178,178,PM L5,"Jun 15, 2022 - Software Development Engineer (SDE) in Bangalore",5,"['perks', 'good', 'cabs', 'provided']","['balance', 'get', 'hectic']"
179,179,Awesome,"Jun 15, 2022 - Compliance Associate in Bangalore",5,"['great', 'work', 'life', 'balance', 'salary', 'everything']","['job', 'pressure', 'long', 'working', 'hours']"
180,180,Good experience overall,"Jun 15, 2022 - Customer Service Representative in Jaipur, Rajasthan",5,"['good', 'environment', 'less', 'workload', 'friendly', 'atmosphere', 'work', 'life', 'balance', 'occassional', 'meetings', 'star', 'hotels']","['sometimes', 'management', 'tries', 'take', 'extra', 'work']"
181,181,Proud Amazonian : Great company to work for,"Jun 29, 2022 - Subject Matter Expert (SME) in Chennai",4,"['opportunities', 'professional', 'development', 'great', 'benefits', 'work', 'life', 'hires', 'candidate', 'despite', 'career', 'gap', 'fair', 'reason']",['cons']
182,182,.,"Jun 29, 2022 - Transaction Risk Investigator in Hyderābād",4,"['great', 'work', 'atmosphere', 'diverse', 'culture']","['change', 'culture', 'management']"
183,183,Excellent,"Jun 29, 2022 - Team Manager in Hyderābād",4,"['great', 'place', 'work', 'helpful', 'people']","['much', 'work', 'pressure', 'life', 'balance']"
184,184,Highly Professional and demanding work culture,"Jun 29, 2022 - Senior Technical Program Manager in Hyderābād",4,"['ample', 'learning', 'opportunities', 'high', 'work', 'standards', 'freedom', 'choose', 'progression', 'path']","['work', 'life', 'balance', 'competitive', 'culture', 'team', 'approachability', 'management']"
185,185,Not bad no tech skills,"Jun 29, 2022 - Transaction Risk Investigator (TRMS) in Bangalore",4,"['average', 'pay', 'good', 'culture']","['faster', 'growth', 'need', 'atleast', 'years']"
186,186,Review,"Jun 15, 2022 - Process Associate in Bangalore",5,"['best', 'working', 'culture', 'environment']","['could', 'find', 'cons']"
187,187,Amazing place for working,"Jun 15, 2022 - Senior Associate in Pune",5,"['really', 'good', 'place', 'work']","['cons', 'least', 'till']"
188,188,PM L5,"Jun 15, 2022 - Software Development Engineer (SDE) in Bangalore",5,"['perks', 'good', 'cabs', 'provided']","['balance', 'get', 'hectic']"
189,189,Awesome,"Jun 15, 2022 - Compliance Associate in Bangalore",5,"['great', 'work', 'life', 'balance', 'salary', 'everything']","['job', 'pressure', 'long', 'working', 'hours']"
190,190,Good experience overall,"Jun 15, 2022 - Customer Service Representative in Jaipur, Rajasthan",5,"['good', 'environment', 'less', 'workload', 'friendly', 'atmosphere', 'work', 'life', 'balance', 'occassional', 'meetings', 'star', 'hotels']","['sometimes', 'management', 'tries', 'take', 'extra', 'work']"
191,191,Proud Amazonian : Great company to work for,"Jun 29, 2022 - Subject Matter Expert (SME) in Chennai",4,"['opportunities', 'professional', 'development', 'great', 'benefits', 'work', 'life', 'hires', 'candidate', 'despite', 'career', 'gap', 'fair', 'reason']",['cons']
192,192,.,"Jun 29, 2022 - Transaction Risk Investigator in Hyderābād",4,"['great', 'work', 'atmosphere', 'diverse', 'culture']","['change', 'culture', 'management']"
193,193,Excellent,"Jun 29, 2022 - Team Manager in Hyderābād",4,"['great', 'place', 'work', 'helpful', 'people']","['much', 'work', 'pressure', 'life', 'balance']"
194,194,Highly Professional and demanding work culture,"Jun 29, 2022 - Senior Technical Program Manager in Hyderābād",4,"['ample', 'learning', 'opportunities', 'high', 'work', 'standards', 'freedom', 'choose', 'progression', 'path']","['work', 'life', 'balance', 'competitive', 'culture', 'team', 'approachability', 'management']"
195,195,Not bad no tech skills,"Jun 29, 2022 - Transaction Risk Investigator (TRMS) in Bangalore",4,"['average', 'pay', 'good', 'culture']","['faster', 'growth', 'need', 'atleast', 'years']"
196,196,Positive,"Jun 29, 2022 - Software Developer in Bangalore",3,"['work', 'culture', 'awesome', 'passionate', 'people']","['overload', 'work', 'happens', 'somedays']"
197,197,Good for curious minds,"Jun 13, 2022 - Support Engineering Manager in Chennai",5,"['culture', 'process', 'teams', 'empowerment', 'taking', 'fast', 'decisions', 'customer', 'focused']","['none', 'moment']"
198,198,Good job,"Jun 14, 2022 - Trainer in Bangalore",5,"['stress', 'helping', 'co', 'workers']","['cons', 'noticed']"
199,199,Digital Associate at Amazon,"Jun 14, 2022 - Digital Associate in Chennai",5,"['extra', 'benefits', 'stress', 'free', 'approachable']","['cons', 'according', 'skills']"
200,200,Great learnings,"Jun 14, 2022 - Senior Product Manager in Bangalore",5,"['great', 'learning', 'business', 'acumen', 'salary', 'good', 'career', 'opportunities', 'strong', 'brand', 'name']","['heavy', 'processes', 'writing', 'culture', 'good', 'someone']"
201,201,Professional Work Culture,"Jun 14, 2022 - Technical Account Manager (TAM) in Bangalore",5,"['well', 'organised', 'onboarding', 'plan', 'gives', 'confidence', 'way', 'success', 'amazon', 'team', 'extremely', 'professional', 'supportive']","['compensation', 'plan', 'could', 'better']"
202,202,The good and the bad.,"Jun 27, 2022 - Software Development Engineer in Bangalore",4,"['opportunity', 'work', 'something', 'impactful', 'environment', 'culture']","['looking', 'individuals', 'goal', 'development']"
203,203,Good working,"Jun 28, 2022 - Sps Associate in Mumbai",4,"['good', 'environment', 'process', 'excellent', 'management', 'people']","['need', 'growth', 'yearly', 'increments']"
204,204,Salary Review,"Jun 10, 2022 - D2AS Advanced Technician in Hyderābād",5,"['everyday', 'day', 'amazon']","['much', 'cons', 'recall']"
205,205,Nice,"Jun 13, 2022 - Process Specialist in Hyderābād",5,"['casual', 'moderate', 'work', 'pressure', 'much']","['rotational', 'shifts', 'everyone', 'good', 'u', 'get', 'recognised', 'management']"
206,206,Overall great company,"Jun 13, 2022 - Transaction Risk Investigator in Bangalore",5,"['get', 'learn', 'lot', 'friendly', 'work', 'colleagues']","['cons', 'company']"
207,207,Is a good job for work from home candidate,"Jun 13, 2022 - Virtual Assistant Customer Service Support in Panapākkam",5,"['even', 'though', 'students', 'apply', 'job', 'feels', 'like', 'easiest', 'handle', 'customer', 'without', 'stress', 'good', 'laptop', 'microphone', 'easily', 'connect', 'amazon', 'customers']","['think', 'cons']"
208,208,Amazon review,"Jun 13, 2022 - Business Ops Specialist in New Delhi",5,"['friendly', 'work', 'environment', 'reasonable', 'salary', 'everyone']","['take', 'much', 'time', 'respond']"
209,209,Transcation Risk Investigator,"Jun 13, 2022 - Transcation Risk Investigator in Hyderābād",5,"['good', 'company', 'work', 'life', 'balance', 'freedom', 'pay', 'cab']","['transparent', 'night', 'shifts', 'food']"
210,210,Amazon work-life,"Jun 13, 2022 - Account Manager in Chennai",5,"['best', 'benefits', 'perks', 'work']","['big', 'volumes', 'workload', 'times', 'put', 'long', 'hours', 'time']"
211,211,,"Jun 13, 2022 - WAN Engineer in Bangalore",5,"['good', 'company', 'learn', 'many', 'things']","['nothing', 'cons', 'seen', 'till', 'yet']"
212,212,Data annotator,"Jun 28, 2022 - Associate in Chennai",2,"['facilities', 'good', 'ambience', 'decent', 'initial', 'salary', 'freshers']","['poor', 'hike', 'percentage', 'biased', 'managers', 'proper', 'recognition', 'employee', 'contribution']"
